# 'Elapsed time',' I',' II',' RESP',' SCG'
# 'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:01.377',-0.06864951,-0.03294999,-0.48278386,0.03045518
'0:01.377',-0.06894605,-0.03264541,-0.48278386,0.03045518
'0:01.377',-0.06927225,-0.03264541,-0.48278386,0.00000000
'0:01.377',-0.06956879,-0.03264541,-0.48278386,0.00000000
'0:01.378',-0.06986533,-0.03264541,-0.48278386,-0.03045518
'0:01.378',-0.07019153,-0.03234083,-0.48278386,-0.03045518
'0:01.378',-0.07048807,-0.03234083,-0.48278386,-0.03045518
'0:01.378',-0.07078461,-0.03234083,-0.48278386,-0.03045518
'0:01.378',-0.07108116,-0.03203625,-0.48278386,-0.03045518
'0:01.379',-0.07140735,-0.03203625,-0.48278386,-0.03045518
'0:01.379',-0.07170389,-0.03203625,-0.48278386,0.00000000
'0:01.379',-0.07200044,-0.03173167,-0.48278386,0.00000000
'0:01.379',-0.07232663,-0.03173167,-0.48278386,0.00000000
'0:01.379',-0.07262317,-0.03173167,-0.48278386,0.03045518
'0:01.380',-0.07291972,-0.03173167,-0.48278386,0.03045518
'0:01.380',-0.07321626,-0.03142709,-0.48278386,0.06091036
'0:01.380',-0.07354246,-0.03142709,-0.48278386,0.06091036
'0:01.380',-0.07383900,-0.03142709,-0.48278386,0.06091036
'0:01.380',-0.07413554,-0.03112251,-0.48278386,0.06091036
'0:01.381',-0.07446174,-0.03112251,-0.48278386,0.06091036
'0:01.381',-0.07475828,-0.03112251,-0.48278386,0.09136553
'0:01.381',-0.07505482,-0.03112251,-0.48278386,0.09136553
'0:01.381',-0.07538102,-0.03081793,-0.48249082,0.09136553
'0:01.381',-0.07567756,-0.03081793,-0.48249082,0.09136553
'0:01.382',-0.07597410,-0.03051335,-0.48249082,0.06091036
'0:01.382',-0.07627064,-0.03051335,-0.48249082,0.06091036
'0:01.382',-0.07627064,-0.03051335,-0.48249082,0.06091036
'0:01.382',-0.07659684,-0.03020877,-0.48249082,0.06091036
'0:01.382',-0.07659684,-0.03020877,-0.48249082,0.06091036
'0:01.383',-0.07659684,-0.02990419,-0.48249082,0.03045518
'0:01.383',-0.07689338,-0.02959961,-0.48249082,0.03045518
'0:01.383',-0.07689338,-0.02959961,-0.48249082,0.00000000
'0:01.383',-0.07689338,-0.02929503,-0.48249082,0.00000000
'0:01.383',-0.07689338,-0.02929503,-0.48249082,-0.03045518
'0:01.384',-0.07659684,-0.02899045,-0.48249082,-0.03045518
'0:01.384',-0.07659684,-0.02868587,-0.48249082,-0.03045518
'0:01.384',-0.07659684,-0.02868587,-0.48249082,-0.06091036
'0:01.384',-0.07627064,-0.02838129,-0.48249082,-0.06091036
'0:01.384',-0.07627064,-0.02838129,-0.48249082,-0.09136553
'0:01.385',-0.07597410,-0.02807671,-0.48249082,-0.09136553
'0:01.385',-0.07567756,-0.02777213,-0.48249082,-0.12222678
'0:01.385',-0.07538102,-0.02777213,-0.48249082,-0.15268196
'0:01.385',-0.07505482,-0.02745371,-0.48249082,-0.15268196
'0:01.385',-0.07475828,-0.02714913,-0.48249082,-0.18313714
'0:01.386',-0.07413554,-0.02714913,-0.48249082,-0.21359232
'0:01.386',-0.07383900,-0.02684455,-0.48249082,-0.21359232
'0:01.386',-0.07321626,-0.02653997,-0.48249082,-0.24404749
'0:01.386',-0.07262317,-0.02623539,-0.48249082,-0.27450267
'0:01.386',-0.07232663,-0.02623539,-0.48249082,-0.27450267
'0:01.387',-0.07170389,-0.02593081,-0.48249082,-0.30536392
'0:01.387',-0.07108116,-0.02562623,-0.48249082,-0.30536392
'0:01.387',-0.07048807,-0.02532165,-0.48249082,-0.30536392
'0:01.387',-0.06956879,-0.02501707,-0.48249082,-0.30536392
'0:01.387',-0.06894605,-0.02471249,-0.48249082,-0.30536392
'0:01.388',-0.06835297,-0.02410333,-0.48249082,-0.30536392
'0:01.388',-0.06743369,-0.02379875,-0.48249082,-0.30536392
'0:01.388',-0.06651441,-0.02349417,-0.48249082,-0.30536392
'0:01.388',-0.06592132,-0.02318959,-0.48249082,-0.30536392
'0:01.388',-0.06500204,-0.02258043,-0.48249082,-0.30536392
'0:01.389',-0.06408276,-0.02227585,-0.48249082,-0.27450267
'0:01.389',-0.06316348,-0.02166669,-0.48249082,-0.27450267
'0:01.389',-0.06224420,-0.02136211,-0.48249082,-0.27450267
'0:01.389',-0.06132492,-0.02075295,-0.48249082,-0.24404749
'0:01.389',-0.06040564,-0.02043453,-0.48249082,-0.24404749
'0:01.390',-0.05948636,-0.01982537,-0.48249082,-0.24404749
'0:01.390',-0.05859673,-0.01921621,-0.48249082,-0.21359232
'0:01.390',-0.05767745,-0.01891163,-0.48249082,-0.21359232
'0:01.390',-0.05643197,-0.01830247,-0.48217336,-0.21359232
'0:01.390',-0.05554235,-0.01769331,-0.48217336,-0.21359232
'0:01.391',-0.05462307,-0.01708415,-0.48217336,-0.18313714
'0:01.391',-0.05340724,-0.01677957,-0.48217336,-0.18313714
'0:01.391',-0.05248796,-0.01617041,-0.48217336,-0.18313714
'0:01.391',-0.05156868,-0.01556125,-0.48217336,-0.18313714
'0:01.391',-0.05035286,-0.01495210,-0.48217336,-0.18313714
'0:01.392',-0.04943358,-0.01434294,-0.48217336,-0.18313714
'0:01.392',-0.04851430,-0.01373378,-0.48217336,-0.18313714
'0:01.392',-0.04729847,-0.01311077,-0.48217336,-0.18313714
'0:01.392',-0.04637919,-0.01250161,-0.48217336,-0.18313714
'0:01.392',-0.04545991,-0.01158787,-0.48217336,-0.18313714
'0:01.393',-0.04424409,-0.01097871,-0.48217336,-0.18313714
'0:01.393',-0.04332481,-0.01036955,-0.48217336,-0.18313714
'0:01.393',-0.04240553,-0.00976040,-0.48217336,-0.18313714
'0:01.393',-0.04148625,-0.00915124,-0.48217336,-0.18313714
'0:01.393',-0.04056697,-0.00854208,-0.48217336,-0.21359232
'0:01.394',-0.03964769,-0.00762834,-0.48217336,-0.21359232
'0:01.394',-0.03875806,-0.00701918,-0.48217336,-0.21359232
'0:01.394',-0.03783878,-0.00641002,-0.48217336,-0.21359232
'0:01.394',-0.03691950,-0.00548243,-0.48217336,-0.24404749
'0:01.394',-0.03600022,-0.00487328,-0.48217336,-0.24404749
'0:01.395',-0.03508094,-0.00395954,-0.48217336,-0.24404749
'0:01.395',-0.03416166,-0.00335038,-0.48217336,-0.24404749
'0:01.395',-0.03356857,-0.00243664,-0.48217336,-0.24404749
'0:01.395',-0.03264929,-0.00182748,-0.48217336,-0.24404749
'0:01.395',-0.03173001,-0.00091374,-0.48217336,-0.27450267
'0:01.396',-0.03110727,-0.00030458,-0.48217336,-0.27450267
'0:01.396',-0.03018799,0.00060916,-0.48217336,-0.27450267
'0:01.396',-0.02959491,0.00153674,-0.48217336,-0.27450267
'0:01.396',-0.02897217,0.00214590,-0.48217336,-0.27450267
'0:01.396',-0.02805289,0.00305964,-0.48217336,-0.27450267
'0:01.397',-0.02745980,0.00397338,-0.48217336,-0.24404749
'0:01.397',-0.02683707,0.00488712,-0.48188032,-0.24404749
'0:01.397',-0.02624398,0.00580086,-0.48188032,-0.24404749
'0:01.397',-0.02562124,0.00641002,-0.48188032,-0.21359232
'0:01.397',-0.02499850,0.00732376,-0.48188032,-0.21359232
'0:01.398',-0.02470196,0.00825134,-0.48188032,-0.18313714
'0:01.398',-0.02410888,0.00916508,-0.48188032,-0.18313714
'0:01.398',-0.02348614,0.01007882,-0.48188032,-0.18313714
'0:01.398',-0.02318960,0.01068798,-0.48188032,-0.18313714
'0:01.398',-0.02256686,0.01160172,-0.48188032,-0.18313714
'0:01.399',-0.02227032,0.01251546,-0.48188032,-0.18313714
'0:01.399',-0.02197377,0.01342920,-0.48188032,-0.18313714
'0:01.399',-0.02164758,0.01434294,-0.48188032,-0.15268196
'0:01.399',-0.02135104,0.01496594,-0.48188032,-0.15268196
'0:01.399',-0.02072830,0.01587968,-0.48188032,-0.15268196
'0:01.400',-0.02072830,0.01679342,-0.48188032,-0.15268196
'0:01.400',-0.02043175,0.01770716,-0.48188032,-0.15268196
'0:01.400',-0.02013521,0.01831632,-0.48188032,-0.15268196
'0:01.400',-0.01983867,0.01923006,-0.48188032,-0.15268196
'0:01.400',-0.01951247,0.02014379,-0.48188032,-0.15268196
'0:01.401',-0.01951247,0.02075295,-0.48188032,-0.15268196
'0:01.401',-0.01921593,0.02166669,-0.48188032,-0.12222678
'0:01.401',-0.01921593,0.02228970,-0.48188032,-0.12222678
'0:01.401',-0.01891939,0.02320344,-0.48188032,-0.12222678
'0:01.401',-0.01891939,0.02381260,-0.48188032,-0.12222678
'0:01.402',-0.01891939,0.02472634,-0.48188032,-0.12222678
'0:01.402',-0.01859319,0.02533549,-0.48188032,-0.09136553
'0:01.402',-0.01859319,0.02624923,-0.48188032,-0.09136553
'0:01.402',-0.01859319,0.02685839,-0.48188032,-0.09136553
'0:01.402',-0.01859319,0.02777213,-0.48188032,-0.09136553
'0:01.403',-0.01859319,0.02838129,-0.48188032,-0.09136553
'0:01.403',-0.01829665,0.02899045,-0.48188032,-0.09136553
'0:01.403',-0.01829665,0.02991803,-0.48156286,-0.09136553
'0:01.403',-0.01829665,0.03052719,-0.48156286,-0.09136553
'0:01.403',-0.01829665,0.03113635,-0.48156286,-0.06091036
'0:01.404',-0.01829665,0.03174551,-0.48156286,-0.06091036
'0:01.404',-0.01829665,0.03265925,-0.48156286,-0.06091036
'0:01.404',-0.01829665,0.03326841,-0.48156286,-0.06091036
'0:01.404',-0.01829665,0.03387757,-0.48156286,-0.03045518
'0:01.404',-0.01829665,0.03448673,-0.48156286,-0.03045518
'0:01.405',-0.01829665,0.03509589,-0.48156286,-0.03045518
'0:01.405',-0.01829665,0.03570505,-0.48156286,0.00000000
'0:01.405',-0.01829665,0.03632805,-0.48156286,0.00000000
'0:01.405',-0.01829665,0.03693721,-0.48156286,0.03045518
'0:01.405',-0.01829665,0.03754637,-0.48156286,0.03045518
'0:01.406',-0.01829665,0.03785095,-0.48156286,0.06091036
'0:01.406',-0.01829665,0.03846011,-0.48156286,0.06091036
'0:01.406',-0.01829665,0.03906927,-0.48156286,0.09136553
'0:01.406',-0.01829665,0.03967843,-0.48156286,0.09136553
'0:01.406',-0.01829665,0.03998301,-0.48156286,0.09136553
'0:01.407',-0.01829665,0.04059217,-0.48156286,0.12222678
'0:01.407',-0.01829665,0.04120133,-0.48156286,0.15268196
'0:01.407',-0.01829665,0.04150591,-0.48156286,0.15268196
'0:01.407',-0.01829665,0.04211507,-0.48156286,0.18313714
'0:01.407',-0.01829665,0.04241965,-0.48156286,0.18313714
'0:01.408',-0.01829665,0.04302881,-0.48156286,0.21359232
'0:01.408',-0.01829665,0.04365181,-0.48156286,0.24404749
'0:01.408',-0.01829665,0.04395639,-0.48156286,0.24404749
'0:01.408',-0.01829665,0.04456555,-0.48126982,0.27450267
'0:01.408',-0.01800011,0.04487013,-0.48126982,0.27450267
'0:01.409',-0.01800011,0.04547929,-0.48126982,0.27450267
'0:01.409',-0.01800011,0.04578387,-0.48126982,0.30536392
'0:01.409',-0.01767391,0.04639303,-0.48126982,0.30536392
'0:01.409',-0.01767391,0.04669761,-0.48126982,0.30536392
'0:01.409',-0.01767391,0.04700219,-0.48126982,0.30536392
'0:01.410',-0.01737737,0.04761135,-0.48126982,0.30536392
'0:01.410',-0.01737737,0.04791593,-0.48126982,0.27450267
'0:01.410',-0.01708083,0.04852509,-0.48126982,0.27450267
'0:01.410',-0.01678429,0.04882967,-0.48126982,0.24404749
'0:01.410',-0.01678429,0.04913425,-0.48126982,0.24404749
'0:01.411',-0.01645809,0.04974341,-0.48126982,0.24404749
'0:01.411',-0.01616155,0.05004799,-0.48126982,0.21359232
'0:01.411',-0.01586501,0.05036641,-0.48126982,0.21359232
'0:01.411',-0.01586501,0.05067099,-0.48126982,0.21359232
'0:01.411',-0.01553881,0.05128015,-0.48126982,0.21359232
'0:01.412',-0.01524227,0.05158473,-0.48126982,0.21359232
'0:01.412',-0.01494572,0.05188931,-0.48126982,0.21359232
'0:01.412',-0.01464918,0.05219389,-0.48126982,0.21359232
'0:01.412',-0.01432299,0.05249847,-0.48126982,0.24404749
'0:01.412',-0.01402644,0.05280305,-0.48126982,0.24404749
'0:01.413',-0.01372990,0.05341221,-0.48126982,0.27450267
'0:01.413',-0.01340371,0.05371679,-0.48126982,0.27450267
'0:01.413',-0.01310716,0.05402137,-0.48095236,0.30536392
'0:01.413',-0.01281062,0.05432595,-0.48095236,0.33581910
'0:01.413',-0.01251408,0.05463053,-0.48095236,0.33581910
'0:01.414',-0.01218788,0.05493511,-0.48095236,0.36627428
'0:01.414',-0.01159480,0.05523968,-0.48095236,0.39672945
'0:01.414',-0.01126860,0.05554426,-0.48095236,0.39672945
'0:01.414',-0.01097206,0.05584884,-0.48095236,0.42718463
'0:01.414',-0.01067552,0.05615342,-0.48095236,0.42718463
'0:01.415',-0.01037898,0.05676258,-0.48095236,0.42718463
'0:01.415',-0.01005278,0.05706716,-0.48095236,0.42718463
'0:01.415',-0.00945969,0.05737174,-0.48095236,0.45763981
'0:01.415',-0.00913350,0.05769017,-0.48095236,0.45763981
'0:01.415',-0.00883696,0.05799475,-0.48095236,0.45763981
'0:01.416',-0.00854041,0.05829933,-0.48095236,0.45763981
'0:01.416',-0.00821422,0.05860391,-0.48095236,0.42718463
'0:01.416',-0.00791768,0.05890849,-0.48095236,0.42718463
'0:01.416',-0.00762113,0.05951765,-0.48095236,0.42718463
'0:01.416',-0.00732459,0.05982223,-0.48095236,0.42718463
'0:01.417',-0.00699839,0.06012680,-0.48095236,0.39672945
'0:01.417',-0.00670185,0.06043138,-0.48095236,0.39672945
'0:01.417',-0.00640531,0.06073596,-0.48095236,0.39672945
'0:01.417',-0.00607911,0.06104054,-0.48095236,0.39672945
'0:01.417',-0.00578257,0.06134512,-0.48065932,0.39672945
'0:01.418',-0.00548603,0.06164970,-0.48065932,0.39672945
'0:01.418',-0.00518949,0.06195428,-0.48065932,0.39672945
'0:01.418',-0.00518949,0.06225886,-0.48065932,0.42718463
'0:01.418',-0.00486329,0.06256344,-0.48065932,0.42718463
'0:01.418',-0.00456675,0.06286802,-0.48065932,0.45763981
'0:01.419',-0.00456675,0.06317260,-0.48065932,0.45763981
'0:01.419',-0.00427021,0.06347718,-0.48065932,0.45763981
'0:01.419',-0.00394401,0.06378176,-0.48065932,0.48809499
'0:01.419',-0.00394401,0.06408634,-0.48065932,0.48809499
'0:01.419',-0.00364747,0.06439092,-0.48065932,0.48809499
'0:01.420',-0.00335093,0.06439092,-0.48065932,0.48809499
'0:01.420',-0.00335093,0.06470935,-0.48065932,0.48809499
'0:01.420',-0.00305438,0.06501392,-0.48065932,0.48809499
'0:01.420',-0.00272819,0.06531850,-0.48065932,0.48809499
'0:01.420',-0.00272819,0.06562308,-0.48065932,0.45763981
'0:01.421',-0.00243165,0.06592766,-0.48065932,0.45763981
'0:01.421',-0.00213510,0.06623224,-0.48065932,0.45763981
'0:01.421',-0.00180891,0.06653682,-0.48065932,0.45763981
'0:01.421',-0.00180891,0.06684140,-0.48065932,0.45763981
'0:01.421',-0.00151237,0.06714598,-0.48065932,0.45763981
'0:01.422',-0.00121582,0.06745056,-0.48034186,0.45763981
'0:01.422',-0.00088963,0.06775514,-0.48034186,0.45763981
'0:01.422',-0.00059308,0.06805972,-0.48034186,0.45763981
'0:01.422',-0.00029654,0.06836430,-0.48034186,0.45763981
'0:01.422',0.00000000,0.06866888,-0.48034186,0.45763981
'0:01.423',0.00032620,0.06897346,-0.48034186,0.45763981
'0:01.423',0.00062274,0.06927804,-0.48034186,0.48809499
'0:01.423',0.00091928,0.06927804,-0.48034186,0.48809499
'0:01.423',0.00124548,0.06958262,-0.48034186,0.48809499
'0:01.423',0.00154202,0.06988720,-0.48034186,0.48809499
'0:01.424',0.00183856,0.07019178,-0.48034186,0.48809499
'0:01.424',0.00213510,0.07019178,-0.48034186,0.48809499
'0:01.424',0.00246130,0.07049636,-0.48034186,0.48809499
'0:01.424',0.00275784,0.07049636,-0.48034186,0.48809499
'0:01.424',0.00338058,0.07080094,-0.48034186,0.48809499
'0:01.425',0.00367712,0.07080094,-0.48034186,0.48809499
'0:01.425',0.00397366,0.07080094,-0.48034186,0.48809499
'0:01.425',0.00459640,0.07110552,-0.48034186,0.48809499
'0:01.425',0.00489295,0.07110552,-0.48004882,0.51895624
'0:01.425',0.00551568,0.07110552,-0.48004882,0.51895624
'0:01.426',0.00581223,0.07110552,-0.48004882,0.51895624
'0:01.426',0.00643496,0.07110552,-0.48004882,0.54941142
'0:01.426',0.00673151,0.07110552,-0.48004882,0.57986659
'0:01.426',0.00732459,0.07110552,-0.48004882,0.57986659
'0:01.426',0.00794733,0.07110552,-0.48004882,0.61032177
'0:01.427',0.00857007,0.07110552,-0.48004882,0.64077695
'0:01.427',0.00916315,0.07110552,-0.48004882,0.67123213
'0:01.427',0.00978589,0.07080094,-0.48004882,0.67123213
'0:01.427',0.01037898,0.07080094,-0.48004882,0.70209338
'0:01.427',0.01100171,0.07080094,-0.48004882,0.70209338
'0:01.428',0.01192099,0.07049636,-0.48004882,0.70209338
'0:01.428',0.01251408,0.07049636,-0.48004882,0.70209338
'0:01.428',0.01343336,0.07019178,-0.48004882,0.70209338
'0:01.428',0.01405610,0.07019178,-0.48004882,0.70209338
'0:01.428',0.01497538,0.06988720,-0.48004882,0.70209338
'0:01.429',0.01589466,0.06988720,-0.47973136,0.70209338
'0:01.429',0.01678429,0.06958262,-0.47973136,0.70209338
'0:01.429',0.01770357,0.06958262,-0.47973136,0.70209338
'0:01.429',0.01862285,0.06927804,-0.47973136,0.70209338
'0:01.429',0.01954213,0.06927804,-0.47973136,0.70209338
'0:01.430',0.02046141,0.06897346,-0.47973136,0.67123213
'0:01.430',0.02167723,0.06866888,-0.47973136,0.67123213
'0:01.430',0.02259651,0.06866888,-0.47973136,0.67123213
'0:01.430',0.02381234,0.06836430,-0.47973136,0.67123213
'0:01.430',0.02473162,0.06836430,-0.47973136,0.67123213
'0:01.431',0.02594744,0.06805972,-0.47973136,0.64077695
'0:01.431',0.02686672,0.06805972,-0.47973136,0.64077695
'0:01.431',0.02808254,0.06775514,-0.47973136,0.64077695
'0:01.431',0.02929837,0.06745056,-0.47973136,0.64077695
'0:01.431',0.03021765,0.06745056,-0.47973136,0.67123213
'0:01.432',0.03143347,0.06714598,-0.47943831,0.67123213
'0:01.432',0.03267895,0.06684140,-0.47943831,0.67123213
'0:01.432',0.03356857,0.06684140,-0.47943831,0.67123213
'0:01.432',0.03481405,0.06653682,-0.47943831,0.67123213
'0:01.432',0.03570368,0.06623224,-0.47943831,0.67123213
'0:01.433',0.03662296,0.06592766,-0.47943831,0.67123213
'0:01.433',0.03783878,0.06562308,-0.47943831,0.67123213
'0:01.433',0.03875806,0.06531850,-0.47943831,0.67123213
'0:01.433',0.03967734,0.06531850,-0.47943831,0.67123213
'0:01.433',0.04059662,0.06501392,-0.47943831,0.67123213
'0:01.434',0.04151590,0.06470935,-0.47943831,0.67123213
'0:01.434',0.04243518,0.06439092,-0.47943831,0.70209338
'0:01.434',0.04302827,0.06408634,-0.47943831,0.70209338
'0:01.434',0.04394755,0.06378176,-0.47943831,0.70209338
'0:01.434',0.04486683,0.06347718,-0.47912085,0.73254855
'0:01.435',0.04548957,0.06317260,-0.47912085,0.73254855
'0:01.435',0.04640885,0.06286802,-0.47912085,0.76300373
'0:01.435',0.04700193,0.06256344,-0.47912085,0.76300373
'0:01.435',0.04792121,0.06225886,-0.47912085,0.79345891
'0:01.435',0.04854395,0.06195428,-0.47912085,0.82391409
'0:01.436',0.04913704,0.06164970,-0.47912085,0.82391409
'0:01.436',0.04975977,0.06134512,-0.47912085,0.85436927
'0:01.436',0.05035286,0.06104054,-0.47912085,0.88482444
'0:01.436',0.05097560,0.06073596,-0.47912085,0.91568569
'0:01.436',0.05159834,0.06043138,-0.47912085,0.94614087
'0:01.437',0.05219142,0.05982223,-0.47912085,0.97659605
'0:01.437',0.05281416,0.05951765,-0.47912085,1.00705123
'0:01.437',0.05311070,0.05921307,-0.47882781,1.00705123
'0:01.437',0.05373344,0.05890849,-0.47882781,1.03750640
'0:01.437',0.05402998,0.05860391,-0.47882781,1.06796158
'0:01.438',0.05465272,0.05829933,-0.47882781,1.06796158
'0:01.438',0.05494926,0.05769017,-0.47882781,1.06796158
'0:01.438',0.05524580,0.05737174,-0.47882781,1.06796158
'0:01.438',0.05554235,0.05706716,-0.47882781,1.06796158
'0:01.438',0.05586854,0.05676258,-0.47882781,1.06796158
'0:01.439',0.05616508,0.05645800,-0.47882781,1.06796158
'0:01.439',0.05616508,0.05584884,-0.47882781,1.06796158
'0:01.439',0.05646163,0.05554426,-0.47882781,1.06796158
'0:01.439',0.05646163,0.05523968,-0.47882781,1.06796158
'0:01.439',0.05678782,0.05493511,-0.47851035,1.03750640
'0:01.440',0.05678782,0.05463053,-0.47851035,1.03750640
'0:01.440',0.05678782,0.05402137,-0.47851035,1.03750640
'0:01.440',0.05678782,0.05371679,-0.47851035,1.06796158
'0:01.440',0.05678782,0.05341221,-0.47851035,1.06796158
'0:01.440',0.05678782,0.05310763,-0.47851035,1.06796158
'0:01.441',0.05646163,0.05249847,-0.47851035,1.09882283
'0:01.441',0.05646163,0.05219389,-0.47851035,1.09882283
'0:01.441',0.05616508,0.05188931,-0.47851035,1.12927801
'0:01.441',0.05586854,0.05158473,-0.47851035,1.12927801
'0:01.441',0.05586854,0.05097557,-0.47851035,1.15973319
'0:01.442',0.05554235,0.05067099,-0.47851035,1.15973319
'0:01.442',0.05524580,0.05036641,-0.47821731,1.15973319
'0:01.442',0.05494926,0.05004799,-0.47821731,1.19018836
'0:01.442',0.05432652,0.04943883,-0.47821731,1.19018836
'0:01.442',0.05402998,0.04913425,-0.47821731,1.19018836
'0:01.443',0.05373344,0.04882967,-0.47821731,1.22064354
'0:01.443',0.05311070,0.04852509,-0.47821731,1.22064354
'0:01.443',0.05281416,0.04791593,-0.47821731,1.22064354
'0:01.443',0.05219142,0.04761135,-0.47821731,1.22064354
'0:01.443',0.05189488,0.04700219,-0.47821731,1.22064354
'0:01.444',0.05127214,0.04669761,-0.47821731,1.22064354
'0:01.444',0.05067905,0.04639303,-0.47789985,1.22064354
'0:01.444',0.05005632,0.04578387,-0.47789985,1.25109872
'0:01.444',0.04946323,0.04547929,-0.47789985,1.25109872
'0:01.444',0.04884049,0.04487013,-0.47789985,1.25109872
'0:01.445',0.04821775,0.04426097,-0.47789985,1.25109872
'0:01.445',0.04762467,0.04395639,-0.47789985,1.28155390
'0:01.445',0.04700193,0.04334723,-0.47789985,1.28155390
'0:01.445',0.04640885,0.04272423,-0.47789985,1.28155390
'0:01.445',0.04548957,0.04241965,-0.47789985,1.28155390
'0:01.446',0.04486683,0.04181049,-0.47789985,1.28155390
'0:01.446',0.04427374,0.04120133,-0.47789985,1.31241515
'0:01.446',0.04335446,0.04059217,-0.47760681,1.31241515
'0:01.446',0.04243518,0.03998301,-0.47760681,1.31241515
'0:01.446',0.04181244,0.03937385,-0.47760681,1.31241515
'0:01.447',0.04089316,0.03876469,-0.47760681,1.31241515
'0:01.447',0.04000354,0.03815553,-0.47760681,1.31241515
'0:01.447',0.03938080,0.03754637,-0.47760681,1.31241515
'0:01.447',0.03846152,0.03693721,-0.47760681,1.31241515
'0:01.447',0.03754224,0.03632805,-0.47760681,1.31241515
'0:01.448',0.03662296,0.03570505,-0.47760681,1.31241515
'0:01.448',0.03570368,0.03509589,-0.47728935,1.28155390
'0:01.448',0.03481405,0.03448673,-0.47728935,1.28155390
'0:01.448',0.03389477,0.03387757,-0.47728935,1.28155390
'0:01.448',0.03297549,0.03326841,-0.47728935,1.28155390
'0:01.449',0.03205621,0.03265925,-0.47728935,1.28155390
'0:01.449',0.03143347,0.03174551,-0.47728935,1.28155390
'0:01.449',0.03054384,0.03113635,-0.47728935,1.31241515
'0:01.449',0.02962456,0.03052719,-0.47728935,1.31241515
'0:01.449',0.02870528,0.02991803,-0.47728935,1.31241515
'0:01.450',0.02808254,0.02930888,-0.47728935,1.31241515
'0:01.450',0.02716326,0.02868587,-0.47699631,1.31241515
'0:01.450',0.02624398,0.02807671,-0.47699631,1.31241515
'0:01.450',0.02565090,0.02716297,-0.47699631,1.31241515
'0:01.450',0.02473162,0.02655381,-0.47699631,1.31241515
'0:01.451',0.02410888,0.02594465,-0.47699631,1.31241515
'0:01.451',0.02351579,0.02533549,-0.47699631,1.31241515
'0:01.451',0.02259651,0.02472634,-0.47699631,1.31241515
'0:01.451',0.02197377,0.02411718,-0.47699631,1.31241515
'0:01.451',0.02138069,0.02350802,-0.47699631,1.31241515
